Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	A E(PSI)	B E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G58602	AT1G58602:s:21764033-21764158	s|1e1.1o1|1e2.1o1	0.04659951279861714;-0.04659949931051635	0.023740610490845953;0.02374060859556278	6.704164856957684e-06;6.704441558258445e-06	0.475;0.525	0.563;0.437	False	False	True	2	3	21764158-21764770;21764158-21765051	
AT1G03780	AT1G03780:s:949076-949207	s|1e1.1o1|1e2.1o1	0.17279896290053803;-0.17279895826047073	0.401368745395911;0.40136868115413094	1.53777159801955e-06;1.5378423199319258e-06	0.389;0.611	0.610;0.390	False	False	True	2	3	948992-949076;948816-949076	
AT1G79990	AT1G79990:s:30084842-30085068	s|1e1.1o1|1e2.1o2	0.9732163216116574;-0.973591826095435	1.0;1.0	5.9953145768259185e-06;5.995658699742279e-06	0.006;0.994	0.991;0.009	False	False	True	2	3	30085068-30085187;30085068-30085754	
AT1G54830	AT1G54830:s:20451609-20452341	s|1e1.1o1|i	0.0028658550023938625;-0.0028658055817675954	0.0001953874202715306;0.0001953877057939368	2.315236336958293e-05;2.3152556534622448e-05	0.310;0.690	0.311;0.689	False	False	False	1	2	20452341-20452423	20452341-20452423
AT1G08310	AT1G08310:s:2619115-2619292	s|1e1.1o2|1e1.2o2	0.6727911978133115;-0.6727911627125955	0.9999999999999992;0.9999999999999998	6.813195236996102e-13;6.901146321069973e-13	0.236;0.764	0.892;0.108	False	True	False	2	2	2619292-2619397;2619292-2619406	
AT1G58590	AT1G58590:s:21743757-21743891	s|1e1.1o2|1e1.2o2	0.6645172518453333;-0.6645172619929435	0.9999845874287607;0.9999845907919517	5.169897153780286e-08;5.1219558039328206e-08	0.239;0.761	0.888;0.112	False	True	False	2	2	21743611-21743757;21743609-21743757	
AT1G66200	AT1G66200:s:24656003-24656094	s|1e1.1o1|1e2.2o2	0.14742582289872483;-0.14742584425352118	0.32258309919222944;0.32258315340198535	2.5024043709938673e-06;2.5025292751390538e-06	0.424;0.576	0.643;0.357	False	False	True	2	3	24655914-24656003;24655612-24656003	
AT1G48520	AT1G48520:s:17942104-17942176	s|1e1.1o1|2e1.1o1	0.9021379667662544;-0.9025523654090218	1.0;1.0	7.790716860980873e-06;7.790635042081995e-06	0.016;0.984	0.904;0.096	True	False	False	2	2	17942172-17942265;17942176-17942265	
AT1G79990	AT1G79990:s:30084114-30084348	s|1e1.1o2|1e1.2o2	0.0007273352327889751;-0.0007273323285810227	5.188669134348415e-07;5.182072622198455e-07	0.00014262347302072473;0.00014263029991834486	0.006;0.994	0.011;0.989	False	True	False	2	2	30084348-30084517;30084348-30084520	
AT1G24350	AT1G24350:t:8638520-8639172	t|1e1.1o1|1e2.1o2|1e2.2o2	-0.0325893689844412;-0.020391706281199046;0.06597773996073092	0.0018980472528169995;0.0004485586264504027;0.0094262090038563	1.1222025740109665e-05;1.7758481270835347e-05;4.9469857332143765e-06	0.426;0.370;0.203	0.368;0.334;0.298	True	False	True	3	3	8639172-8639506;8639172-8639369;8639172-8639285	
AT1G08592	AT1G08592:s:2721391-2721676	s|1e1.1o1|i	0.0299461484788644;-0.029946132681238052	0.0014478859107677437;0.0014478871214542814	1.4031655435207263e-05;1.403260975851861e-05	0.044;0.956	0.097;0.903	False	False	False	1	2	2720202-2721391	2720202-2721391
AT1G15950	AT1G15950:s:5481708-5481816	s|1e1.1o1|i	0.5128985531893009;-0.5128985493529531	0.9999999684597403;0.9999999690264035	5.852558457145149e-15;1.0325074129013956e-14	0.050;0.950	0.554;0.446	False	False	False	1	2	5481816-5481872	5481816-5481872
AT1G54920	AT1G54920:s:20474051-20474267	s|1e1.1o2|1e1.2o2	-0.01722361138929699;0.017223641929905352	0.00022278731172718484;0.0002227867815701723	3.2405349113195925e-05;3.2403499902920025e-05	0.984;0.016	0.942;0.058	False	True	False	2	2	20474267-20474346;20474267-20474351	
AT1G79230	AT1G79230:s:29800693-29800925	s|1e1.1o1|1e2.1o1	-7.93443917960319e-05;7.934901494210138e-05	1.1480724015316049e-06;1.147821426989273e-06	0.00012479957500322048;0.00012480003870535272	0.011;0.989	0.011;0.989	False	False	True	2	3	29800925-29801022;29800925-29801289	
AT1G29120	AT1G29120:s:10178039-10178146	s|1e1.1o1|i	0.6352674001127406;-0.6352674665518994	1.0;1.0	2.1583659377292242e-11;2.174460611570339e-11	0.013;0.987	0.644;0.356	False	False	False	1	2	10178146-10178231	10178146-10178231
AT1G54440	AT1G54440:s:20327360-20327518	s|1e1.1o2|1e1.2o2	0.06764668233764351;-0.06764672903880996	0.002297332863411518;0.0022973301479321836	5.38831007391396e-06;5.388621428958906e-06	0.702;0.298	0.791;0.209	False	True	False	2	2	20327518-20327614;20327518-20327620	
AT1G31300	AT1G31300:s:11193635-11193980	s|1e1.1o1|2e1.1o1	0.6584251813752318;-0.6584259874558454	0.9999569552659375;0.9999569471813984	8.275981201275016e-08;8.290920816556024e-08	0.213;0.787	0.855;0.145	True	False	False	2	2	11193838-11194238;11193980-11194238	
AT1G27110	AT1G27110:s:9413195-9413259	s|1e1.1o2|1e1.2o2	-0.023965893124681992;0.023965929983447876	0.019767221166244766;0.019767218027566376	8.900255537902524e-06;8.900066597983258e-06	0.721;0.279	0.661;0.339	False	True	False	2	2	9413113-9413195;9413109-9413195	
AT1G14530	AT1G14530:s:4971393-4971512	s|1e1.1o1|i	-0.580181791816116;0.5801818026406912	0.9999999999998139;0.9999999999997476	8.881784197001252e-15;8.976042013342146e-15	0.681;0.319	0.115;0.885	False	False	False	1	2	4971273-4971393	4971273-4971393
AT1G62840	AT1G62840:s:23271416-23271540	s|1e1.1o1|i	-0.040312071762114765;0.0403121118055573	0.0007448307038890039;0.0007448315793416559	1.1423017922562728e-05;1.1422097901732755e-05	0.101;0.899	0.042;0.958	False	False	False	1	2	23271540-23271793	23271540-23271793
AT1G79650	AT1G79650:t:29972822-29972931	t|1e1.1o1|2e2.1o1	0.9666065706460045;-0.9689214956339539	1.0;1.0	6.371151955937115e-06;6.371674800331739e-06	0.031;0.969	0.982;0.018	False	True	True	2	3	29972931-29973031;29972919-29973361	
AT1G66510	AT1G66510:s:24815742-24815820	s|1e1.1o1|1e2.1o1	0.017527995484670388;-0.01752795914181423	0.0004822177339864787;0.00048221797158578335	2.5237560027285832e-05;2.52386843754282e-05	0.926;0.074	0.960;0.040	False	False	True	2	3	24815820-24816002;24815820-24816321	
AT1G63260	AT1G63260:s:23467173-23467306	s|1e1.1o1|2e1.1o1	-0.01420365933046196;0.01420369086393636	0.0067104654454038775;0.006710459609350077	1.1372542653931283e-05;1.1372377476337459e-05	0.639;0.361	0.606;0.394	True	False	False	2	2	23467040-23467249;23467040-23467173	
AT1G57870	AT1G57870:s:21435253-21435369	s|1e1.1o2|1e1.2o2	2.0670432004216587e-09;-2.233370540617552e-09	6.907958157442659e-21;6.907957630367111e-21	0.9998715685410293;0.9998540945344069	0.005;0.995	0.004;0.996	False	True	False	2	2	21434972-21435253;21434968-21435253	
AT1G20020	AT1G20020:s:6943582-6943715	s|1e1.1o1|2e1.1o1	0.6802871153295249;-0.680287022567998	0.999999999901372;0.999999999747093	1.498214463633193e-15;1.960986928395414e-12	0.155;0.845	0.817;0.183	True	False	False	2	2	6943658-6943791;6943715-6943791	
AT1G01060	AT1G01060:s:33666-34327	s|1e1.1o1|i	0.08941571128097081;-0.08941571534758906	0.027340290818878597;0.02734025640358179	2.8910368728511163e-06;2.8912745536624485e-06	0.388;0.612	0.496;0.504	False	False	False	1	2	33589-33981	33589-33981
AT1G11840	AT1G11840:s:3997034-3997141	s|1e1.1o2|1e1.2o2	-0.0029397555336869666;0.002939770875794055	1.047652860590611e-13;7.449907536141596e-21	0.007812993178664907;0.007812538711161117	0.972;0.028	0.964;0.036	False	True	False	2	2	3997141-3997239;3997141-3997249	
AT1G73390	AT1G73390:s:27591490-27591644	s|1e1.1o1|i	-0.01369798196238246;0.013698033380898398	6.498476357723917e-07;6.498781645458888e-07	4.8076613120895395e-05;4.8074196200321995e-05	0.566;0.434	0.553;0.447	False	False	False	1	2	27591403-27591490	27591403-27591490
AT1G71920	AT1G71920:s:27066948-27067098	s|1e1.2o3|2e1.3o3	-2.6405426005775048e-05;2.6405689674166794e-05	2.314721688380728e-12;6.912109220508546e-21	0.004319727782394089;0.00431548416970632	0.996;0.004	0.995;0.005	True	True	False	2	2	27067068-27067156;27067098-27067189	
AT1G02960	AT1G02960:s:667541-667641	s|1e1.1o2|1e1.2o2	0.025574758402171032;-0.025574739968404144	0.0002642594594882566;0.00026425997752710536	1.6696761185215625e-05;1.6697572929880167e-05	0.067;0.933	0.110;0.890	False	True	False	2	2	667464-667541;667437-667541	
AT1G34120	AT1G34120:s:12428613-12428803	s|1e1.1o2|1e1.2o2	0.9587857295212412;-0.962878366452503	1.0;1.0	6.809458420897795e-06;6.810194565054495e-06	0.040;0.960	0.980;0.020	False	True	False	2	2	12428803-12428880;12428803-12428883	
AT1G64300	AT1G64300:s:23863066-23863216	s|1e1.1o2|1e1.2o2	-0.9552191200521027;0.9492286270757018	1.0;1.0	5.932618053483552e-07;7.729550563208074e-10	0.994;0.006	0.047;0.953	False	True	False	2	2	23863216-23863287;23863216-23863291	
AT1G48850	AT1G48850:s:18065547-18065616	s|1e1.1o3|1e1.2o3|2e1.3o3	-0.9350395139692751;0.02307862045294254;0.8952577716551675	1.0;9.452567632721411e-21;1.0	8.400924274565291e-06;0.00018639837488293118;7.496237544785123e-06	0.940;0.047;0.014	0.029;0.074;0.897	True	True	False	3	2	18065463-18065551;18065461-18065551;18065457-18065547	
AT1G01020	AT1G01020:s:7384-7450	s|1e1.1o1|i	-0.5920111142061346;0.5920111734782677	0.999999938918077;0.9999999401798494	1.4301093642643536e-10;1.1281203226826428e-10	0.686;0.314	0.107;0.893	False	False	False	1	2	7232-7384	7232-7384
AT1G80320	AT1G80320:s:30196782-30197158	s|1e1.1o1|i	0.001175428738580784;-0.0011754230149044584	7.33450389618377e-21;1.4356251927511197e-18	0.08573710057424305;0.08556612434007183	0.023;0.977	0.031;0.969	False	False	False	1	2	30197158-30197232	30197158-30197232
AT1G02890	AT1G02890:s:646567-646689	s|1e1.1o1|1e2.1o1	0.014106362670358235;-0.014106306433171697	8.946310209935512e-11;8.951369372010038e-11	0.0007275055813563344;0.0007275387791303434	0.892;0.108	0.909;0.091	False	False	True	2	3	646489-646567;646310-646567	
AT1G73390	AT1G73390:s:27594495-27594551	s|1e1.2o2|2e1.2o2	0.06755163118030227;-0.06755166608313197	0.005385780398985631;0.005385775466598561	4.9189716755208834e-06;4.919292058813696e-06	0.836;0.164	0.926;0.074	True	False	False	2	2	27594166-27594499;27594166-27594495	
AT1G74330	AT1G74330:s:27943790-27943913	s|1e1.1o1|1e2.1o1	0.0026095343076956356;-0.0026094852262549106	0.0009504207451762379;0.0009504207616856153	1.924348483994809e-05;1.924352608317914e-05	0.871;0.129	0.877;0.123	False	False	True	2	3	27943664-27943790;27943554-27943790	
AT1G01910	AT1G01910:s:313872-313995	s|1e1.1o2|2e1.2o2	-0.01690416441317747;0.016904206674131297	0.0004042370325898277;0.00040423713227847073	1.9074538478602854e-05;1.9073906755984193e-05	0.752;0.248	0.721;0.279	True	True	False	2	2	313759-313880;313752-313872	
AT1G07840	AT1G07840:s:2425952-2426103	s|1e1.1o1|i	-0.588424768290549;0.5884247595940422	0.9999998411778958;0.9999998427489256	8.747258473107422e-11;4.7834251908725347e-11	0.646;0.354	0.071;0.929	False	False	False	1	2	2426103-2426192	2426103-2426192
AT1G68990	AT1G68990:s:25939181-25939268	s|1e1.1o1|2e1.1o1	0.9425403861054211;-0.948630072508108	1.0;1.0	7.300959655454076e-06;7.2999166593756826e-06	0.056;0.944	0.980;0.020	True	False	False	2	2	25939070-25939202;25939070-25939181	
AT1G49730	AT1G49730:s:18403560-18403627	s|1e1.1o1|i	0.6862666838923824;-0.6862666717968338	1.0;1.0	2.363022951201721e-07;2.335919282447918e-07	0.011;0.989	0.692;0.308	False	False	False	1	2	18403455-18403560	18403455-18403560
AT1G08840	AT1G08840:s:2829328-2829704	s|1e1.1o1|i	-0.000616708616700997;0.0006167109283038213	2.8020189921307445e-09;3.4418364228804054e-09	0.0006222343668175201;0.000622198874225325	0.017;0.983	0.016;0.984	False	False	False	1	2	2829145-2829328	2829145-2829328
AT1G21690	AT1G21690:s:7617957-7618043	s|1e1.1o2|1e1.2o2	-0.9353069307056916;0.9277569898157353	0.9999999999999795;0.9999999999999507	7.940559321184537e-11;2.6363287393384353e-10	0.948;0.052	0.041;0.959	False	True	False	2	2	7618043-7618270;7618043-7618323	
AT1G09840	AT1G09840:t:3199381-3199623	t|1e1.1o1|1e2.1o1|2e3.1o1|2e4.1o1	-0.022835967033309285;0.048076402925956996;-0.02133429189171155;-0.0008901823929766557	7.185244392023166e-05;0.0010157886689997296;1.5271265442010906e-06;1.008045327455791e-06	2.185713238245235e-05;8.135944402713573e-06;3.7142716356908245e-05;6.949436346648241e-05	0.285;0.291;0.182;0.239	0.247;0.364;0.151;0.240	False	True	True	4	5	3199623-3200036;3199623-3199710;3199619-3200036;3199619-3199710	
AT1G44940	AT1G44940:s:16994155-16994185	s|1e1.1o1|2e1.1o1	0.43702753074837686;-0.43702757236242584	0.9999998697581622;0.9999998703741647	2.2876679995638285e-19;0.0	0.127;0.873	0.552;0.448	True	False	False	2	2	16994170-16994474;16994185-16994474	
AT1G48980	AT1G48980:s:18118017-18118805	s|1e1.1o2|1e1.2o2	-0.002540783737226363;0.0025408278568458797	9.574598296244074e-05;9.574593953708119e-05	2.8866170740604602e-05;2.8865976732961318e-05	0.748;0.252	0.744;0.256	False	True	False	2	2	18118805-18119232;18118805-18119244	
AT1G20696	AT1G20696:s:7180983-7181073	s|1e1.1o2|2e1.2o2	0.8242792023309555;-0.8246176222691496	0.9999999999975119;0.999999999997947	5.734245541059344e-11;1.9756085656297273e-11	0.131;0.869	0.934;0.066	True	True	False	2	2	7181069-7181157;7181073-7181160	
AT1G61150	AT1G61150:t:22543107-22543266	t|1e1.1o1|1e2.1o1	-0.0074934189708505804;0.0074934658417412855	0.0008047425697506242;0.0008047415345167568	1.8425302779956354e-05;1.8424941933603556e-05	0.196;0.804	0.180;0.820	False	False	True	2	3	22542673-22543107;22542981-22543107	
AT1G27385	AT1G27385:s:9510938-9511185	s|1e1.1o1|1e2.1o1|i	-0.5477600989537843;-7.558916799582227e-07;0.549973236541762	0.999999999999393;7.145669892406568e-21;0.9999999999996889	1.3322676295501878e-15;0.8134137472750382;1.4768150590034726e-15	0.562;0.002;0.435	0.013;0.002;0.985	False	False	True	2	3	9510901-9511133;9510638-9511133	9510638-9511133
AT1G47290	AT1G47290:s:17338456-17338522	s|1e1.1o2|1e1.2o2	0.08670174011014709;-0.08670177863575719	0.08432500526951925;0.08432505529436798	3.5166521640790996e-06;3.516828165794905e-06	0.763;0.237	0.900;0.100	False	True	False	2	2	17338522-17338822;17338522-17338993	
AT1G10586	AT1G10586:s:3499259-3499439	s|1e1.1o1|2e1.1o1	-0.9743193357996692;0.9742994626715367	1.0;1.0	5.936418704388657e-06;5.9360758288471835e-06	0.982;0.018	0.020;0.980	True	False	False	2	2	3497655-3499264;3497655-3499259	
AT1G79820	AT1G79820:t:30023254-30023327	t|1e1.1o1|1e2.1o1	-0.9697533050962616;0.9677280500934942	1.0;1.0	6.189466305817071e-06;5.121594654249745e-06	0.977;0.023	0.011;0.989	False	False	True	2	3	30023327-30023981;30023327-30023584	
AT1G55050	AT1G55050:s:20541887-20542001	s|1e1.1o2|1e1.2o2	-0.7779955583927195;0.7779955809125448	1.0;1.0	1.9628865199905476e-10;2.7389477543259607e-10	0.808;0.192	0.051;0.949	False	True	False	2	2	20542001-20542770;20542001-20542774	
AT1G30620	AT1G30620:t:10855430-10855556	t|1e1.1o1|1e2.1o1	-0.8627026931806948;0.8623042389484747	1.0;1.0	1.8626646580699457e-07;5.506030759019204e-08	0.984;0.016	0.132;0.868	False	False	True	2	3	10854873-10855430;10855050-10855430	
AT1G15400	AT1G15400:s:5296225-5296902	s|1e1.1o2|1e1.2o2|i	-0.0885237438805074;0.1908273954568893;-0.050747263225782324	0.052427599070075645;0.4444549485832249;0.010999660565922047	3.3122462597123814e-06;3.702771319944402e-07;6.339825038947922e-06	0.437;0.141;0.425	0.318;0.342;0.340	False	True	False	2	2	5296051-5296406;5296046-5296406	5296046-5296406
AT1G71750	AT1G71750:t:26987775-26988052	t|1e1.1o1|1e2.1o1	0.8095801832107198;-0.810187849797487	0.99999999815793;0.9999999981334757	3.2805996358665724e-09;3.3446401204173526e-09	0.129;0.871	0.919;0.081	False	False	True	2	3	26988052-26988338;26988052-26988135	
AT1G59890	AT1G59890:s:22046502-22046719	s|1e1.1o2|1e1.2o2	0.8635537671433944;-0.8663336465181741	0.9999999999995253;0.999999999999563	7.708918662742924e-11;4.3912096181486504e-11	0.092;0.908	0.933;0.067	False	True	False	2	2	22046719-22046818;22046719-22046830	
AT1G02100	AT1G02100:s:392021-392076	s|1e1.1o1|2e1.1o1	-0.786701832855019;0.78670014739604	1.0;1.0	5.384125367768888e-10;6.389496225744939e-10	0.893;0.107	0.125;0.875	True	False	False	2	2	392072-392262;392076-392262	
AT1G01650	AT1G01650:s:236865-237023	s|1e1.1o1|i	0.4612486739417718;-0.4612487371783299	0.9999939929412079;0.9999939932398341	3.632433579587413e-13;1.3811174426336947e-13	0.153;0.847	0.611;0.389	False	False	False	1	2	236784-236865	236784-236865
AT1G36070	AT1G36070:s:13470339-13470394	s|1e1.1o2|1e1.2o2	0.6950969570331234;-0.6950968633110632	0.9999999999999974;0.9999999999999998	3.8929610131250515e-13;4.348743587456738e-13	0.089;0.911	0.766;0.234	False	True	False	2	2	13470269-13470339;13470266-13470339	
AT1G24350	AT1G24350:s:8639506-8639598	s|1e1.1o2|1e1.2o2|1e2.1o1	0.023138524388021046;0.025558336758415033;-0.05524242989897163	0.0005307335511258957;0.0006800300599204048;0.011602147031632424	1.634681630584972e-05;1.5000103692673628e-05;5.866523073772001e-06	0.266;0.266;0.469	0.309;0.311;0.384	False	True	True	3	3	8639422-8639506;8639418-8639506;8639172-8639506	
AT1G42480	AT1G42480:s:15937170-15937249	s|1e1.1o1|1e2.1o1	-0.726682717715297;0.7266823965269602	0.9999999999243518;0.9999999999883299	1.45328193923433e-13;3.333875534584416e-15	0.734;0.266	0.014;0.986	False	False	True	2	3	15937249-15937451;15937249-15937621	
AT1G06220	AT1G06220:t:1900512-1901264	t|1e1.1o1|1e2.1o1	-0.6820659383916206;0.6820658762758662	0.9999999999319282;0.9999999999343426	3.4661162828797387e-13;3.04282132068411e-13	0.803;0.197	0.139;0.861	False	False	True	2	3	1900107-1900512;1900429-1900512	
AT1G73490	AT1G73490:s:27634522-27634598	s|1e1.1o2|1e1.2o2	-0.7181776478508529;0.7181714686699701	0.9999994872775412;0.999999485049131	1.2622677347806643e-08;1.3591887548997874e-08	0.842;0.158	0.141;0.859	False	True	False	2	2	27634292-27634522;27634289-27634522	
AT1G10570	AT1G10570:s:3487584-3487974	s|1e1.1o2|1e1.2o2	0.008725955779729337;-0.008725907253034059	0.0011739175119748599;0.001173916988724496	2.0761838745053662e-05;2.0762066254342848e-05	0.910;0.090	0.928;0.072	False	True	False	2	2	3487974-3488329;3487974-3488332	
AT1G28100	AT1G28100:s:9803624-9803680	s|1e1.1o1|2e1.1o1	0.7240803044898719;-0.7240802588525573	0.999999999992852;0.9999999999917143	5.94096753553661e-13;7.571276938733718e-12	0.040;0.960	0.746;0.254	True	False	False	2	2	9803676-9803771;9803680-9803771	
AT1G64230	AT1G64230:s:23833750-23833861	s|1e1.1o2|1e1.2o2|1e2.1o1	-0.007207107445080194;-0.048740636294011805;0.05209350668405859	0.001348707026745415;0.0028844634417477416;0.019693977945812676	1.6198364790276365e-05;7.520804526373048e-06;6.105911689984964e-06	0.488;0.170;0.344	0.469;0.096;0.437	False	True	True	3	3	23833861-23834477;23833861-23834566;23833861-23834692	
AT1G09970	AT1G09970:s:3252240-3254964	s|1e1.1o2|1e1.2o2	0.7938296467784888;-0.7938830193359515	0.9999999999842417;0.9999999999884841	6.216136130371748e-11;1.2492007428477336e-11	0.138;0.862	0.911;0.089	False	True	False	2	2	3254964-3255052;3254964-3255055	
AT1G77890	AT1G77890:s:29293207-29293278	s|1e1.1o2|2e1.1o2|2e1.2o2	0.7118271776066925;0.02040740460078983;-0.7489252879972106	0.9999999999984982;0.0003525756752020611;0.9999999999999235	4.159719971509943e-14;2.1257640297662334e-05;2.6134649999676185e-13	0.052;0.070;0.878	0.744;0.107;0.149	True	True	False	3	2	29293272-29293401;29293278-29293401;29293278-29293434	
AT1G23080	AT1G23080:s:8182206-8183570	s|1e1.1o1|2e1.1o1	-0.8055924062525778;0.8055169364028458	1.0;0.9999999999999973	2.4607649251606745e-11;6.050621409710426e-12	0.938;0.062	0.153;0.847	True	False	False	2	2	8182128-8182218;8182128-8182206	
AT1G45248	AT1G45248:s:17164616-17164779	s|1e1.2o2|2e1.2o2	-0.9702117017734555;0.9683494991505508	1.0;1.0	4.809056153298741e-09;1.181694679201974e-08	0.985;0.015	0.012;0.988	True	False	False	2	2	17164250-17164671;17164250-17164616	
AT1G63970	AT1G63970:s:23740006-23740364	s|1e1.1o2|1e1.2o2	0.7777143668601963;-0.7777175830292408	0.9999999999999901;0.9999999999999819	2.4974560914469067e-12;2.421063349800079e-12	0.105;0.895	0.865;0.135	False	True	False	2	2	23739916-23740006;23739892-23740006	
AT1G27385	AT1G27385:s:9512571-9512860	s|1e1.1o2|1e1.2o2	0.9737346364912344;-0.9739409704871939	1.0;1.0	5.9686322908677174e-06;5.968978865622532e-06	0.013;0.987	0.979;0.021	False	True	False	2	2	9512219-9512571;9512216-9512571	
AT1G58280	AT1G58280:s:21621337-21621499	s|1e1.1o1|i	-0.6215163017418043;0.6215163109059733	1.0;1.0	2.075783989141655e-12;2.1094389787695297e-12	0.646;0.354	0.046;0.954	False	False	False	1	2	21621261-21621337	21621261-21621337
AT1G14580	AT1G14580:s:4989562-4989790	s|1e1.1o1|2e1.1o1	-0.585230728459528;0.5852307072627799	1.0;1.0	1.0436096431476471e-14;1.0316591204372418e-14	0.951;0.049	0.378;0.622	True	False	False	2	2	4989618-4990042;4989790-4990042	
AT1G53650	AT1G53650:s:20030944-20031566	s|1e1.1o1|2e1.1o1	0.10636669802522183;-0.10636673049135516	0.1077082395850003;0.10770827117950812	2.408560470664855e-06;2.408700549683118e-06	0.220;0.780	0.364;0.636	True	False	False	2	2	20030667-20030962;20030667-20030944	
AT1G02880	AT1G02880:s:644350-644539	s|1e1.1o2|1e1.2o2	-0.9566819630927207;0.9513095592540758	1.0;1.0	7.186229893041407e-06;7.18453861848177e-06	0.965;0.035	0.039;0.961	False	True	False	2	2	644261-644350;644256-644350	
AT1G08270	AT1G08270:s:2606926-2607507	s|1e1.1o1|i	1.8317296653827868e-09;-1.6687876382553483e-09	7.145488284184455e-21;7.145487774529604e-21	0.9978817453697701;0.9976663281765817	0.002;0.998	0.002;0.998	False	False	False	1	2	2606885-2606977	2606885-2606977
AT1G74840	AT1G74840:s:28116347-28116506	s|1e1.1o1|i	-0.42541431341843045;0.42541430073151393	0.9998138950901739;0.9998138893655012	3.082395449993669e-10;3.3994921247300926e-10	0.548;0.452	0.126;0.874	False	False	False	1	2	28116268-28116347	28116268-28116347
AT1G53910	AT1G53910:s:20135800-20136597	s|1e1.1o1|i	-0.005551409610284965;0.005551454912106189	2.4522136136440097e-07;2.456042845323738e-07	0.00010911068849039918;0.00010910707132780195	0.096;0.904	0.086;0.914	False	False	False	1	2	20136597-20136712	20136597-20136712
AT1G63770	AT1G63770:s:23660686-23660761	s|1e1.1o1|2e1.1o1	-0.04957073679551055;0.04957072106988042	0.009876836140800309;0.009876830291498792	9.393252272560382e-06;9.392644376777835e-06	0.106;0.894	0.014;0.986	True	False	False	2	2	23660644-23660722;23660644-23660686	
AT1G76630	AT1G76630:s:28762811-28762906	s|1e1.1o1|i	0.5896509997016162;-0.5896510633702587	0.9999999999832053;0.9999999999831054	3.932011112003367e-15;2.7644553313166398e-14	0.015;0.985	0.604;0.396	False	False	False	1	2	28762906-28762991	28762906-28762991
AT1G43020	AT1G43020:s:16156695-16156803	s|1e1.1o1|2e1.1o1|i	0.5651608910948396;0.009300642189097276;-0.5861004632631667	0.9999797055052114;5.275240640560081e-05;0.9999898706880752	6.222115512412631e-09;5.071154136507966e-05;6.4505155661365166e-09	0.090;0.029;0.881	0.647;0.048;0.306	True	False	False	2	2	16156751-16156934;16156803-16156934	16156803-16156934
AT1G55690	AT1G55690:s:20812617-20812840	s|1e1.1o1|1e2.1o1	0.7636392068244661;-0.7636391764874304	1.0;1.0	5.333901193008128e-10;4.881285375901712e-10	0.206;0.794	0.949;0.051	False	False	True	2	3	20812296-20812617;20811922-20812617	
AT1G07170	AT1G07170:s:2200123-2200219	s|1e1.1o2|1e1.2o2|1e2.1o1	0.021039817244752675;0.17552136892438158;-0.18699573891781063	8.90437566856984e-21;0.28659298593083726;0.3976021018312506	0.4115149652176811;5.99179331565357e-10;3.003789772471066e-09	0.092;0.179;0.728	0.105;0.351;0.543	False	True	True	3	3	2200219-2200330;2200219-2200463;2200219-2200638	
AT1G53570	AT1G53570:s:19989390-19989465	s|1e1.2o2|2e1.1o2	0.9369930360435981;-0.943312846059485	1.0;1.0	7.327211745289386e-06;7.363085908540512e-06	0.004;0.996	0.938;0.062	True	True	False	2	2	19989414-19989642;19989465-19989615	
AT1G11930	AT1G11930:s:4030041-4030139	s|1e1.1o2|1e1.2o2	-0.9740586856094873;0.9739097175087382	1.0;1.0	5.958137006323305e-06;5.957796688054385e-06	0.993;0.007	0.004;0.996	False	True	False	2	2	4030139-4030221;4030139-4030227	
AT1G03780	AT1G03780:t:948697-948816	t|1e1.1o1|1e2.1o1	-0.09929082385059232;0.09929080557767346	0.11690562972419119;0.11690562322433923	2.9622329630329958e-06;2.9620907990683676e-06	0.459;0.541	0.315;0.685	False	False	True	2	3	948816-949076;948816-948912	
AT1G75180	AT1G75180:s:28217195-28218008	s|1e1.1o1|1e2.1o1	-0.9686830168144585;0.9662226392976612	0.9999999999999978;0.9999999999999953	8.396995321291456e-10;1.1868044378126425e-09	0.985;0.015	0.016;0.984	False	False	True	2	3	28216786-28217195;28216380-28217195	
AT1G33080	AT1G33080:s:11990042-11990128	s|1e1.1o1|i	0.5601617453014399;-0.5601617959144399	1.0;0.9999999999999998	2.964995958348067e-14;2.9531932455029164e-14	0.100;0.900	0.648;0.352	False	False	False	1	2	11990128-11990247	11990128-11990247
AT1G52400	AT1G52400:s:19517531-19517646	s|1e1.1o2|2e1.2o2	-0.023345185647330513;0.023345254946584303	5.193228715009185e-08;5.175366309835174e-08	0.00010923763897319194;0.00010923074643017124	0.911;0.089	0.881;0.119	True	True	False	2	2	19517642-19517726;19517646-19517730	
AT1G33260	AT1G33260:s:12064509-12065120	s|1e1.1o2|1e1.2o2	0.9118783625648438;-0.9169192006003106	1.0;1.0	5.82815903059418e-09;3.90582588494226e-09	0.010;0.990	0.916;0.084	False	True	False	2	2	12065120-12065390;12065120-12065393	
AT1G52370	AT1G52370:t:19507018-19507175	t|1e1.1o1|1e2.1o1	0.07067644593158959;-0.07067643733456343	0.06062504523188077;0.06062505623489645	4.586635165493985e-06;4.586877257350963e-06	0.200;0.800	0.323;0.677	False	False	True	2	3	19506522-19507018;19506571-19507018	
