ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
436	"AT1G06420"	"AT1G06420"	chr1	+	1958922	1959947	1958922	1959032	1959101	1959947	436	1,0,0	2,4,2	1,3,5	2,1,0	168	99	3.39669186589e-06	6.92746367385e-06	0.228,0.0,0.0	0.228,0.639,1.0	-0.546
445	"AT1G02205"	"CER1"	chr1	+	419296	419894	419296	419529	419674	419894	445	3,4,2	13,9,13	2,2,3	9,6,5	244	99	0.844503239556	1.0	0.086,0.153,0.059	0.083,0.119,0.196	-0.033
449	"AT1G76680"	"OPR1"	chr1	+	28777295	28778467	28777295	28777603	28777678	28778467	449	18,18,24	28,19,22	26,25,18	28,15,23	174	99	0.510952778683	0.714010336439	0.268,0.35,0.383	0.346,0.487,0.308	-0.047
450	"AT1G02020"	"AT1G02020"	chr1	-	352636	354969	352636	353162	353237	354969	450	14,19,17	2,3,1	1,0,0	12,20,12	174	99	0	0.0	0.799,0.783,0.906	0.045,0.0,0.0	0.814
457	"AT1G61415"	"AT1G61415"	chr1	+	22659630	22659963	22659630	22659720	22659800	22659963	457	24,17,10	0,0,1	0,1,0	9,6,7	179	99	0	0.0	1.0,1.0,0.847	0.0,0.084,0.0	0.921
458	"AT1G15140"	"AT1G15140"	chr1	-	5210548	5210809	5210548	5210629	5210713	5210809	458	18,16,11	2,2,3	13,13,10	3,2,1	183	99	0.897566871098	1.0	0.83,0.812,0.665	0.701,0.779,0.844	-0.006
460	"AT1G77080"	"AGL27"	chr1	+	28958601	28958844	28958601	28958663	28958744	28958844	460	0,2,4	18,19,15	32,43,51	2,2,0	180	99	0	0.0	0.0,0.055,0.128	0.898,0.922,1.0	-0.879
462	"AT1G76650"	"CML38"	chr1	-	28766749	28767517	28766749	28767188	28767218	28767517	462	27,20,16	5,10,7	21,19,16	6,9,7	129	99	0.768640572297	0.941812558941	0.806,0.606,0.637	0.729,0.618,0.637	0.022
475	"AT1G07420"	"SMO2-2"	chr1	+	2278586	2279117	2278586	2278724	2278971	2279117	475	19,23,35	1,0,0	16,25,27	2,4,7	346	99	4.87452027631e-07	1.0210143822e-06	0.845,1.0,1.0	0.696,0.641,0.525	0.328
479	"AT1G18620"	"AT1G18620"	chr1	+	6410557	6410854	6410557	6410690	6410769	6410854	479	3,5,9	0,0,1	1,0,0	6,9,2	178	99	3.33066907388e-16	9.64960198975e-16	1.0,1.0,0.833	0.085,0.0,0.0	0.916
481	"AT1G58225"	"AT1G58225"	chr1	+	21564783	21565171	21564783	21564912	21565026	21565171	481	11,8,7	2,0,2	0,1,1	5,3,6	213	99	1	1.0	0.719,1.0,0.619	0.0,0.134,0.072	0.711
488	"AT1G06470"	"AT1G06470"	chr1	+	1970423	1970997	1970423	1970580	1970675	1970997	488	0,0,2	4,3,3	14,14,7	1,1,4	194	99	3.37707556364e-08	7.53160737215e-08	0.0,0.0,0.254	0.877,0.877,0.472	-0.657
490	"AT1G56400"	"AT1G56400"	chr1	-	21112673	21113621	21112673	21113361	21113484	21113621	490	13,15,14	1,1,2	7,1,2	6,9,5	222	99	9.17289078028e-09	2.06057691441e-08	0.853,0.87,0.757	0.342,0.047,0.151	0.647
496	"AT1G05570"	"CALS1"	chr1	-	1655119	1655457	1655119	1655162	1655285	1655457	496	0,1,1	7,7,4	20,10,6	0,0,0	222	99	1	1.0	0.0,0.06,0.1	1.0,1.0,1.0	-0.947
501	"AT1G69250"	"AT1G69250"	chr1	+	26034595	26034881	26034595	26034711	26034809	26034881	501	1,0,5	7,6,9	32,38,41	3,2,4	197	99	2.33146835171e-15	6.57050171846e-15	0.067,0.0,0.218	0.843,0.905,0.837	-0.767
502	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	631927	632043	502	38,18,28	7,6,5	19,14,14	5,1,8	168	99	0.679555825924	0.88143224283	0.762,0.639,0.767	0.691,0.892,0.508	0.026
503	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	631999	632043	503	57,41,47	10,5,8	28,23,31	10,13,9	240	99	0.00492055388339	0.00902586807012	0.702,0.772,0.708	0.536,0.422,0.587	0.212
504	"AT1G02850"	"BGLU11"	chr1	+	631602	632043	631602	631858	632008	632043	504	59,43,50	5,5,3	29,24,36	6,9,2	249	99	0.0887746303856	0.148757488754	0.824,0.774,0.869	0.658,0.515,0.877	0.139
507	"AT1G22920"	"CSN5B"	chr1	-	8109713	8110147	8109713	8109971	8110069	8110147	507	3,2,3	0,3,1	0,2,0	3,4,1	197	99	0.000193172628613	0.000374271967938	1.0,0.251,0.601	0.0,0.201,0.0	0.55
514	"AT1G74960"	"KAS2"	chr1	-	28155629	28156259	28155629	28156132	28156191	28156259	514	13,6,6	32,51,43	104,69,94	2,1,1	158	99	0	0.0	0.203,0.069,0.08	0.97,0.977,0.983	-0.859
523	"AT1G05670"	"AT1G05670"	chr1	-	1697586	1698029	1697586	1697832	1697938	1698029	523	12,5,7	22,17,18	59,60,70	3,3,7	205	99	0	0.0	0.208,0.124,0.158	0.905,0.906,0.828	-0.716
524	"AT1G48650"	"AT1G48650"	chr1	-	17989397	17990143	17989397	17989581	17989707	17990143	524	70,56,75	2,1,1	1,0,1	16,32,30	225	99	0	0.0	0.939,0.961,0.971	0.027,0.0,0.014	0.943
526	"AT1G79000"	"HAC1"	chr1	-	29716349	29717047	29716349	29716775	29716937	29717047	526	23,31,16	2,2,1	3,2,5	1,7,3	261	99	1.10856645316e-05	2.21713290632e-05	0.814,0.855,0.859	0.532,0.098,0.387	0.504
528	"AT1G33110"	"AT1G33110"	chr1	+	12007784	12008246	12007784	12008023	12008127	12008246	528	8,2,4	7,12,16	15,22,16	2,1,0	203	99	3.90243393156e-13	1.01660043595e-12	0.358,0.075,0.109	0.785,0.915,1.0	-0.719
538	"AT1G43620"	"UGT80B1"	chr1	-	16429349	16429754	16429349	16429558	16429642	16429754	538	1,0,1	28,25,30	0,0,1	21,37,34	183	99	1	1.0	0.019,0.0,0.018	0.0,0.0,0.016	0.007
545	"AT1G09730"	"ULP2B"	chr1	-	3153009	3153237	3153009	3153047	3153143	3153237	545	0,5,2	1,4,2	12,8,6	1,0,0	195	99	7.31429321554e-08	1.60810701902e-07	0.0,0.388,0.337	0.859,1.0,1.0	-0.711
548	"AT1G18470"	"AT1G18470"	chr1	-	6356854	6357149	6356854	6356935	6357079	6357149	548	47,43,48	0,0,0	0,0,0	15,29,19	243	99	0	0.0	1.0,1.0,1.0	0.0,0.0,0.0	1.0
553	"AT1G51520"	"AT1G51520"	chr1	+	19108435	19108690	19108435	19108515	19108593	19108690	553	1,0,0	6,11,23	36,39,33	1,1,0	177	99	0	0.0	0.085,0.0,0.0	0.953,0.956,1.0	-0.941
555	"AT1G72560"	"PSD"	chr1	-	27324388	27324871	27324388	27324728	27324816	27324871	555	1,3,2	0,5,2	4,3,2	1,4,4	187	99	0.785979065284	0.948068133222	1.0,0.241,0.346	0.679,0.284,0.209	0.138
573	"AT1G67150"	"AT1G67150"	chr1	+	25123440	25124252	25123440	25123784	25123913	25124252	573	0,3,4	21,26,21	100,128,96	0,1,0	228	99	0	0.0	0.0,0.048,0.076	1.0,0.982,1.0	-0.953
577	"AT1G32400"	"TOM2A"	chr1	-	11690634	11691465	11690634	11691147	11691365	11691465	577	20,24,31	4,5,11	29,23,18	8,4,4	317	99	0.683043424154	0.882264422866	0.61,0.6,0.468	0.531,0.642,0.584	-0.026
578	"AT1G05630"	"5PTASE13"	chr1	+	1685318	1685627	1685318	1685484	1685586	1685627	578	10,12,20	1,0,1	3,0,1	17,15,18	201	99	1	1.0	0.831,1.0,0.908	0.08,0.0,0.027	0.877
579	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654235	20654322	20654768	579	10,10,12	1,0,1	15,16,13	0,1,2	186	99	0.752608653729	0.932369306249	0.842,1.0,0.865	1.0,0.895,0.776	0.012
580	"AT1G55350"	"DEK1"	chr1	-	20653819	20654768	20653819	20654256	20654322	20654768	580	7,3,8	15,11,6	7,10,9	22,13,17	165	99	0.904189736973	1.0	0.219,0.141,0.444	0.16,0.316,0.241	0.029
581	"AT1G55350"	"DEK1"	chr1	-	20657492	20658194	20657492	20657812	20657896	20658194	581	5,10,6	8,9,7	8,2,11	14,10,5	183	99	0.655372586802	0.858214415292	0.253,0.375,0.317	0.236,0.098,0.543	0.023
589	"AT1G70700"	"TIFY7"	chr1	+	26656237	26656478	26656237	26656320	26656392	26656478	589	3,2,3	3,2,6	1,3,2	4,1,2	171	99	0.779299719637	0.947383972892	0.367,0.367,0.224	0.126,0.635,0.367	-0.057
592	"AT1G70180"	"AT1G70180"	chr1	+	26428883	26429361	26428883	26428946	26429046	26429361	592	0,3,1	3,3,3	6,7,6	0,2,2	199	99	9.63821036115e-05	0.000189104127339	0.0,0.332,0.142	1.0,0.635,0.599	-0.587
593	"AT1G45160"	"IRE4"	chr1	-	17084039	17084342	17084039	17084114	17084213	17084342	593	34,61,56	11,28,14	50,53,72	14,6,24	198	99	0.22551442968	0.347808324382	0.607,0.521,0.667	0.641,0.815,0.6	-0.087
594	"AT1G02960"	"AT1G02960"	chr1	-	667150	667437	667150	667281	667372	667437	594	4,3,0	13,19,19	61,69,63	6,5,10	190	99	0	0.0	0.138,0.076,0.0	0.841,0.878,0.766	-0.757
599	"AT1G78420"	"AT1G78420"	chr1	+	29505079	29505469	29505079	29505110	29505205	29505469	599	16,11,13	1,0,3	3,0,1	2,5,5	194	99	6.21202843609e-08	1.37552058228e-07	0.891,1.0,0.689	0.434,0.0,0.093	0.684
619	"AT1G17450"	"AT1G17450"	chr1	-	5993653	5994388	5993653	5993875	5993965	5994388	619	0,2,0	7,11,7	13,8,6	0,0,0	189	99	0	0.0	0.0,0.087,0.0	1.0,1.0,1.0	-0.971
620	"AT1G03180"	"AT1G03180"	chr1	+	773410	774153	773410	773691	774095	774153	620	46,51,47	0,1,0	12,8,12	13,15,16	503	99	0	0.0	1.0,0.909,1.0	0.154,0.095,0.129	0.844
623	"AT1G57650"	"AT1G57650"	chr1	+	21352601	21353540	21352601	21353280	21353379	21353540	623	14,12,16	5,7,4	9,8,6	4,9,2	198	99	0.302496229212	0.444425739601	0.583,0.462,0.667	0.529,0.308,0.6	0.092
627	"AT1G11100"	"AT1G11100"	chr1	-	3705704	3706548	3705704	3706056	3706188	3706548	627	2,2,3	1,0,0	3,2,5	1,3,0	231	99	0.0146238886405	0.0260540544745	0.462,1.0,1.0	0.563,0.222,1.0	0.226
632	"AT1G48360"	"AT1G48360"	chr1	+	17872184	17873031	17872184	17872418	17872493	17873031	632	41,51,40	5,4,6	11,8,6	13,11,10	174	99	1.69564362551e-12	4.30860265498e-12	0.823,0.879,0.791	0.325,0.293,0.254	0.54
634	"AT1G69400"	"BUB3.3"	chr1	+	26088247	26088484	26088247	26088328	26088402	26088484	634	1,2,1	10,11,15	21,21,21	1,1,1	173	99	0	0.0	0.054,0.094,0.037	0.923,0.923,0.923	-0.861
635	"AT1G62250"	"AT1G62250"	chr1	-	22995813	22996230	22995813	22995919	22996057	22996230	635	6,2,4	2,1,3	6,3,4	5,4,1	237	99	0.547685526293	0.75125005819	0.556,0.455,0.358	0.334,0.239,0.626	0.057
636	"AT1G11592"	"AT1G11592"	chr1	-	3895934	3896261	3895934	3896090	3896211	3896261	636	8,5,4	0,3,0	3,7,12	3,3,3	220	99	0.019740199143	0.0345732301375	1.0,0.429,1.0	0.31,0.512,0.643	0.321
651	"AT1G68130"	"IDD14"	chr1	+	25532243	25533138	25532243	25532634	25532735	25533138	651	19,18,13	9,12,12	21,31,25	10,4,6	200	99	0.0160322875005	0.0284000521437	0.511,0.426,0.349	0.51,0.793,0.673	-0.23
659	"AT1G09300"	"AT1G09300"	chr1	+	3004360	3004778	3004360	3004435	3004514	3004778	659	46,30,45	0,0,1	0,0,0	4,16,10	178	99	0	0.0	1.0,1.0,0.962	0.0,0.0,0.0	0.987
678	"AT1G15240"	"AT1G15240"	chr1	+	5248301	5248604	5248301	5248384	5248466	5248604	678	2,4,3	4,9,4	7,5,4	3,6,1	181	99	0.0397604459715	0.0680980013877	0.215,0.196,0.291	0.561,0.313,0.686	-0.286
679	"AT1G48520"	"GATB"	chr1	+	17941835	17942172	17941835	17942033	17942103	17942172	679	7,3,4	65,47,53	105,112,107	6,7,7	169	99	0	0.0	0.059,0.036,0.042	0.911,0.904,0.9	-0.859
680	"AT1G33270"	"AT1G33270"	chr1	-	12068558	12068925	12068558	12068654	12068828	12068925	680	5,1,5	1,1,1	5,4,4	1,0,0	273	99	0.595721651021	0.802854831341	0.645,0.266,0.645	0.645,1.0,1.0	-0.363
682	"AT1G72770"	"HAB1"	chr1	+	27392287	27393281	27392287	27392393	27392516	27393281	682	13,18,15	16,2,8	6,11,8	7,10,9	222	99	0.121701625798	0.19447167009	0.266,0.801,0.455	0.277,0.329,0.284	0.211
683	"AT1G72770"	"HAB1"	chr1	+	27392516	27393281	27392516	27392902	27392990	27393281	683	16,24,24	0,3,7	25,25,25	1,0,3	187	99	0.035230450289	0.0610136289921	1.0,0.809,0.645	0.93,1.0,0.815	-0.097
685	"AT1G50630"	"AT1G50630"	chr1	-	18751455	18752214	18751455	18751790	18751874	18752214	685	1,2,0	8,4,3	5,10,9	1,1,1	183	99	3.54695273153e-10	8.45811805211e-10	0.063,0.213,0.0	0.73,0.844,0.83	-0.709
698	"AT1G29950"	"BHLH144"	chr1	+	10492435	10492897	10492435	10492590	10492723	10492897	698	1,6,8	34,33,24	23,26,22	19,22,13	232	99	1.67678093632e-11	4.09292984456e-11	0.012,0.072,0.125	0.341,0.335,0.419	-0.295
699	"AT1G29950"	"BHLH144"	chr1	+	10493065	10494598	10493065	10494261	10494338	10494598	699	2,1,5	24,36,26	18,13,14	17,23,12	176	99	1.50933998633e-09	3.49175668479e-09	0.045,0.015,0.098	0.373,0.241,0.396	-0.284
702	"AT1G63750"	"AT1G63750"	chr1	+	23650847	23653342	23650847	23651611	23652020	23653342	702	41,36,38	31,26,23	37,55,44	44,37,24	508	99	0.676885325215	0.88143224283	0.205,0.212,0.244	0.141,0.225,0.263	0.011
703	"AT1G63750"	"AT1G63750"	chr1	+	23650847	23653342	23650847	23651424	23652246	23653342	703	200,189,184	24,25,30	255,248,215	27,20,20	921	99	0.040236330466	0.0685344090355	0.473,0.448,0.397	0.504,0.571,0.536	-0.098
709	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876767	4876360	4876468	4876669	4876767	709	4,3,3	2,1,0	115,87,135	1,0,1	300	99	0.385100582041	0.555261304338	0.398,0.497,1.0	0.974,1.0,0.978	-0.352
710	"AT1G14270"	"AT1G14270"	chr1	-	4876360	4876767	4876360	4876472	4876669	4876767	710	4,2,3	31,28,19	114,85,132	0,1,3	296	99	0	0.0	0.041,0.023,0.05	1.0,0.966,0.936	-0.929
711	"AT1G14270"	"AT1G14270"	chr1	-	4876669	4877248	4876669	4876767	4876940	4877248	711	60,67,55	1,3,0	3,3,4	29,24,34	272	99	0	0.0	0.956,0.89,1.0	0.036,0.044,0.041	0.908
717	"AT1G03960"	"B''EPSILON"	chr1	+	1013714	1014543	1013714	1014237	1014333	1014543	717	10,6,5	9,13,12	17,37,22	1,0,1	195	99	1	1.0	0.361,0.19,0.175	0.896,1.0,0.918	-0.696
721	"AT1G49730"	"AT1G49730"	chr1	-	18402529	18403126	18402529	18402892	18403012	18403126	721	116,89,116	0,0,0	159,153,189	1,0,0	219	99	1	1.0	1.0,1.0,1.0	0.986,1.0,1.0	0.005
722	"AT1G49730"	"AT1G49730"	chr1	-	18403365	18403627	18403365	18403455	18403559	18403627	722	101,77,126	0,0,1	4,3,5	73,61,71	203	99	0	0.0	1.0,1.0,0.984	0.026,0.023,0.033	0.967
724	"AT1G80410"	"EMB2753"	chr1	-	30227484	30228162	30227484	30227832	30227974	30228162	724	14,9,12	3,6,3	6,10,8	4,4,4	241	99	0.410756374439	0.589511463315	0.657,0.381,0.622	0.381,0.507,0.451	0.107
728	"AT1G24460"	"AT1G24460"	chr1	+	8670833	8671656	8670833	8670910	8671006	8671656	728	3,1,3	5,4,1	2,3,4	6,5,6	195	99	0.741908316406	0.927385395507	0.233,0.113,0.604	0.145,0.233,0.253	0.106
730	"AT1G60850"	"ATRPAC42"	chr1	-	22398470	22398773	22398470	22398564	22398677	22398773	730	27,19,19	2,3,1	0,3,3	10,13,13	212	99	0	0.0	0.863,0.747,0.899	0.0,0.097,0.097	0.772
731	"AT1G05180"	"AXR1"	chr1	-	1498113	1498746	1498113	1498440	1498565	1498746	731	49,64,58	32,35,41	52,46,65	41,36,35	224	99	0.656118762659	0.858214415292	0.404,0.447,0.385	0.359,0.361,0.451	0.022
732	"AT1G05180"	"AXR1"	chr1	-	1501166	1501330	1501166	1501190	1501288	1501330	732	32,34,40	53,65,56	30,45,39	64,62,64	197	99	0.943112708393	1.0	0.233,0.208,0.264	0.191,0.267,0.234	0.004
748	"AT1G48500"	"TIFY6A"	chr1	+	17934187	17934662	17934187	17934248	17934327	17934662	748	18,19,26	3,3,8	32,26,15	9,10,7	178	99	0.169884638603	0.265980999833	0.769,0.779,0.644	0.664,0.591,0.544	0.131
752	"AT1G01020"	"ARV1"	chr1	-	7156	7450	7156	7232	7383	7450	752	7,9,6	19,19,33	92,101,86	0,8,6	250	99	0	0.0	0.127,0.158,0.067	1.0,0.833,0.85	-0.777
754	"AT1G72970"	"HTH"	chr1	+	27454996	27455565	27454996	27455209	27455290	27455565	754	18,19,17	12,5,11	13,13,15	9,11,10	180	99	0.310240632648	0.45152392545	0.452,0.676,0.459	0.443,0.394,0.452	0.099
760	"AT1G54390"	"ING2"	chr1	-	20305038	20305293	20305038	20305171	20305254	20305293	760	27,34,24	29,30,18	32,33,30	49,38,39	182	99	0.0904422535803	0.150268705549	0.336,0.381,0.42	0.262,0.321,0.295	0.086
761	"AT1G54390"	"ING2"	chr1	-	20306423	20306798	20306423	20306635	20306726	20306798	761	20,15,14	43,36,31	18,14,25	32,31,31	190	99	0.237824627292	0.362783662476	0.195,0.178,0.19	0.227,0.19,0.296	-0.05
762	"AT1G12650"	"AT1G12650"	chr1	+	4307577	4308005	4307577	4307777	4307816	4308005	762	8,9,4	56,45,61	35,25,33	0,0,0	138	99	0	0.0	0.093,0.125,0.045	1.0,1.0,1.0	-0.912
771	"AT1G67580"	"AT1G67580"	chr1	-	25327283	25327826	25327283	25327511	25327623	25327826	771	1,1,0	0,1,0	1,2,0	0,0,2	211	99	1	1.0	1.0,0.319,NA	1.0,1.0,0.0	-0.007
774	"AT1G43020"	"AT1G43020"	chr1	+	16156694	16157130	16156694	16156803	16156933	16157130	774	76,102,64	1,2,2	3,8,6	0,1,1	229	99	0.431122941081	0.61588991583	0.97,0.957,0.933	1.0,0.776,0.722	0.121
781	"AT1G28280"	"VQ4"	chr1	-	9886076	9887478	9886076	9886310	9886677	9887478	781	15,8,10	31,18,32	167,137,138	2,2,2	466	99	0	0.0	0.093,0.086,0.062	0.947,0.936,0.936	-0.859
783	"AT1G61660"	"BHLH112"	chr1	-	22754369	22754674	22754369	22754521	22754620	22754674	783	0,0,0	21,27,13	1,0,0	20,25,23	198	99	1	1.0	0.0,0.0,0.0	0.024,0.0,0.0	-0.008
784	"AT1G14685"	"BPC2"	chr1	+	5042587	5044294	5042587	5042855	5043076	5044294	784	31,37,26	3,1,1	1,1,1	0,0,0	320	99	0.0294537447075	0.0512958475243	0.762,0.92,0.889	1.0,1.0,1.0	-0.143
785	"AT1G14300"	"AT1G14300"	chr1	-	4882816	4883176	4882816	4882930	4883044	4883176	785	16,24,30	6,7,3	28,17,14	15,11,16	213	99	0.00395875939364	0.00730485364303	0.553,0.614,0.823	0.465,0.418,0.289	0.273
788	"AT1G06210"	"AT1G06210"	chr1	+	1898140	1899208	1898140	1898422	1898602	1899208	788	29,39,50	12,12,13	43,41,41	13,19,15	279	99	0.523857079823	0.724980780112	0.462,0.536,0.577	0.54,0.434,0.492	0.036
794	"AT1G64355"	"AT1G64355"	chr1	+	23886654	23887212	23886654	23886672	23886787	23887212	794	0,2,2	7,9,11	13,15,17	2,1,1	214	99	2.22044604925e-16	6.5556026216e-16	0.0,0.093,0.078	0.75,0.874,0.887	-0.78
796	"AT1G73020"	"AT1G73020"	chr1	-	27473010	27473554	27473010	27473192	27473286	27473554	796	4,7,6	1,0,0	0,0,2	2,0,0	193	99	1	1.0	0.672,1.0,1.0	0.0,NA,1.0	0.391
797	"AT1G08620"	"JMJ16"	chr1	+	2737267	2737865	2737267	2737341	2737537	2737865	797	12,10,12	0,0,0	1,0,2	6,6,5	295	99	0	0.0	1.0,1.0,1.0	0.053,0.0,0.118	0.943
805	"AT1G03860"	"PHB2"	chr1	-	980777	981160	980777	980894	980986	981160	805	98,95,91	3,1,1	1,0,0	19,33,27	191	99	0	0.0	0.944,0.98,0.979	0.027,0.0,0.0	0.959
817	"AT1G79880"	"LA2"	chr1	-	30047899	30048203	30047899	30048049	30048124	30048203	817	10,3,6	2,3,1	6,12,4	1,4,3	174	99	0.802460646008	0.964196900242	0.74,0.363,0.773	0.773,0.631,0.431	0.014
823	"AT1G10990"	"AT1G10990"	chr1	-	3670277	3671187	3670277	3670901	3670979	3671187	823	3,6,3	20,10,14	13,25,27	0,0,1	177	99	1	1.0	0.077,0.251,0.107	1.0,1.0,0.938	-0.834
824	"AT1G14380"	"IQD28"	chr1	-	4918406	4919775	4918406	4919037	4919223	4919775	824	75,67,70	2,3,2	8,13,5	16,15,6	285	99	0	0.0	0.929,0.886,0.924	0.148,0.231,0.224	0.712
825	"AT1G16010"	"MRS2-1"	chr1	-	5497390	5497720	5497390	5497437	5497526	5497720	825	94,100,101	29,23,33	96,92,96	37,32,39	188	99	0.132186917678	0.208009870458	0.631,0.696,0.617	0.577,0.602,0.565	0.067
831	"AT1G68020"	"TPS6"	chr1	+	25497289	25499864	25497289	25499513	25499590	25499864	831	8,9,7	0,1,0	2,0,2	0,1,0	176	99	1	1.0	1.0,0.835,1.0	1.0,0.0,1.0	0.278
835	"AT1G70100"	"AT1G70100"	chr1	+	26405396	26405654	26405396	26405496	26405597	26405654	835	7,4,3	18,21,13	42,52,41	0,0,0	200	99	0	0.0	0.161,0.086,0.103	1.0,1.0,1.0	-0.883
839	"AT1G63010"	"AT1G63010"	chr1	-	23352323	23352646	23352323	23352398	23352498	23352646	839	118,106,97	1,1,1	12,7,9	2,1,3	199	99	0.000271962894734	0.000520422823256	0.983,0.981,0.98	0.749,0.777,0.599	0.273
842	"AT1G18660"	"AT1G18660"	chr1	+	6425345	6425880	6425345	6425414	6425505	6425880	842	3,4,4	30,30,26	36,47,46	0,0,2	190	99	0	0.0	0.05,0.065,0.074	1.0,1.0,0.923	-0.911
843	"AT1G65980"	"PRXIIB"	chr1	-	24559305	24559777	24559305	24559649	24559701	24559777	843	36,49,61	6,5,8	8,4,6	17,11,12	151	99	1.11022302463e-16	3.30931863111e-16	0.797,0.865,0.833	0.236,0.193,0.247	0.606
848	"AT1G58280"	"AT1G58280"	chr1	-	21621186	21621499	21621186	21621261	21621336	21621499	848	2,4,5	49,40,59	196,184,199	1,8,5	174	99	0	0.0	0.023,0.054,0.046	0.991,0.929,0.958	-0.918
849	"AT1G79940"	"ERDJ2A"	chr1	+	30072397	30073332	30072397	30072859	30073138	30073332	849	78,58,61	8,9,8	63,56,51	8,9,9	378	99	0.530838926783	0.731378076901	0.719,0.628,0.666	0.673,0.62,0.597	0.041
853	"AT1G07480"	"AT1G07480"	chr1	-	2299089	2299470	2299089	2299275	2299369	2299470	853	2,0,2	8,10,4	1,1,1	1,5,7	193	99	0.513626790406	0.714010336439	0.114,0.0,0.204	0.339,0.093,0.068	-0.061
857	"AT1G23360"	"MENG"	chr1	-	8296253	8296509	8296253	8296342	8296418	8296509	857	5,6,4	6,8,5	21,7,16	3,1,0	175	99	1.35781315191e-07	2.92306997981e-07	0.32,0.298,0.312	0.798,0.798,1.0	-0.555
861	"AT1G68660"	"AT1G68660"	chr1	-	25777850	25778319	25777850	25778138	25778228	25778319	861	15,19,20	0,0,1	2,1,4	7,6,8	189	99	0	0.0	1.0,1.0,0.913	0.13,0.08,0.208	0.832
863	"AT1G61640"	"AT1G61640"	chr1	-	22747177	22748835	22747177	22747441	22747526	22748835	863	15,8,9	1,3,1	2,1,2	6,11,7	184	99	8.67462657261e-10	2.0372229072e-09	0.89,0.589,0.829	0.152,0.047,0.133	0.659
866	"AT1G48900"	"SRP-54C"	chr1	-	18084781	18085300	18084781	18085073	18085206	18085300	866	2,1,2	8,6,10	15,29,27	1,1,0	232	99	1	1.0	0.096,0.066,0.079	0.865,0.925,1.0	-0.85
872	"AT1G01650"	"SPPL4"	chr1	-	236672	237023	236672	236784	236864	237023	872	155,142,196	19,14,15	9,12,6	42,34,46	179	99	0	0.0	0.819,0.849,0.878	0.106,0.163,0.067	0.737
878	"AT1G07705"	"AT1G07705"	chr1	+	2385236	2385708	2385236	2385278	2385569	2385708	878	1,3,1	3,1,1	9,8,8	1,1,0	390	99	5.48789340449e-06	1.11192611464e-05	0.078,0.432,0.202	0.696,0.67,1.0	-0.551
882	"AT1G22300"	"GRF10"	chr1	-	7879249	7879784	7879249	7879287	7879635	7879784	882	53,61,66	16,11,14	60,85,40	19,17,10	447	99	0.731888047976	0.918563946852	0.423,0.551,0.511	0.412,0.525,0.47	0.026
884	"AT1G26440"	"UPS5"	chr1	-	9144994	9145340	9144994	9145114	9145300	9145340	884	42,33,43	2,5,6	26,23,23	6,4,3	285	99	0.273142410579	0.407087246536	0.879,0.696,0.713	0.601,0.666,0.727	0.098
885	"AT1G26440"	"UPS5"	chr1	-	9144994	9145340	9144994	9145195	9145300	9145340	885	35,24,32	0,1,2	17,19,16	0,4,2	204	99	0.0426475918668	0.0722445545285	1.0,0.921,0.886	1.0,0.697,0.795	0.105
887	"AT1G10070"	"BCAT2"	chr1	+	3288086	3288320	3288086	3288153	3288237	3288320	887	1,2,0	16,16,15	0,0,0	17,10,17	183	99	0.442861456859	0.629757117552	0.033,0.063,0.0	0.0,0.0,0.0	0.032
888	"AT1G10070"	"BCAT2"	chr1	+	3288237	3288504	3288237	3288320	3288430	3288504	888	15,7,13	1,0,0	1,1,0	7,11,5	209	99	0	0.0	0.877,1.0,1.0	0.063,0.041,0.0	0.924
891	"AT1G69210"	"AT1G69210"	chr1	-	26018437	26019081	26018437	26018882	26018972	26019081	891	1,2,1	1,0,2	3,6,11	0,1,0	189	99	0.0744921877986	0.125503142487	0.344,1.0,0.208	1.0,0.759,1.0	-0.402
899	"AT1G77765"	"AT1G77765"	chr1	+	29245728	29246237	29245728	29245887	29245965	29246237	899	23,28,24	0,0,3	25,17,29	0,1,1	177	99	1	1.0	1.0,1.0,0.817	1.0,0.905,0.942	-0.01
900	"AT1G73430"	"AT1G73430"	chr1	+	27603654	27604182	27603654	27603848	27603948	27604182	900	3,4,5	0,0,0	0,0,0	0,5,5	199	99	1	1.0	1.0,1.0,1.0	NA,0.0,0.0	1.0
908	"AT1G08570"	"ACHT4"	chr1	+	2712891	2713295	2712891	2713142	2713235	2713295	908	143,135,161	0,0,0	2,4,4	59,60,43	192	99	0	0.0	1.0,1.0,1.0	0.017,0.033,0.046	0.968
909	"AT1G29630"	"EXO1"	chr1	+	10350354	10350716	10350354	10350478	10350578	10350716	909	3,2,2	5,2,3	0,0,0	1,0,2	199	99	1	1.0	0.23,0.332,0.249	0.0,NA,0.0	0.27
