cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_371_NA	Success	10.6802946501402	1	3.80513186121644e-06	1.32715574671696e-05	DYL1
chr1:clu_372_NA	Success	2.49325180836195	5	0.417529528149492	0.51918889152502	AT1G28395
chr1:clu_373_NA	Not enough valid samples	NA	NA	NA	NA	AT1G28530
chr1:clu_374_NA	Success	18.8622372426555	2	6.43034758974061e-09	1.08181141803871e-07	SRD2
chr1:clu_375_NA	Success	16.810651570918	2	5.00295717714621e-08	4.47139297707443e-07	AT1G28570
chr1:clu_376_NA	Success	0.544873435759598	2	0.579915175219004	0.668773145615464	AT1G28630
chr1:clu_377_NA	Success	0.357053212288477	1	0.398083939860393	0.500138530377844	AT1G28630
chr1:clu_378_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G28660
chr1:clu_379_NA	Success	10.4029931669046	1	5.08238543878827e-06	1.53006551104573e-05	AT1G28710
chr1:clu_38_NA	Success	7.1612436735026	1	0.000154014054521491	0.000297621754007746	GSTF4
chr1:clu_380_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G28710
chr1:clu_381_NA	Success	11.9763803631422	1	9.87286177485351e-07	4.95375169755807e-06	AT1G29040
chr1:clu_382_NA	Success	4.16108593290786	1	0.00391640653908546	0.0067072168583257	AT1G29120
chr1:clu_383_NA	Success	0.0014241056608455	1	0.957438194333732	0.967587715828436	SCAR3
chr1:clu_384_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G29200
chr1:clu_385_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G29220
chr1:clu_386_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G29357
chr1:clu_387_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ML5
chr1:clu_388_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G29470
chr1:clu_389_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G29560
chr1:clu_39_NA	Success	0.644877657135787	1	0.256093048013142	0.342255195008217	AT1G02960
chr1:clu_390_NA	Not enough valid samples	NA	NA	NA	NA	AT1G29820
chr1:clu_391_NA	Success	8.41624701917479	1	4.08281992093519e-05	8.52325910501798e-05	AT1G29850
chr1:clu_392_NA	Success	5.78484676357724	1	0.00067035466206017	0.00122898354711031	AT1G29850
chr1:clu_393_NA	Success	5.10019967752751	2	0.00609552930376951	0.0103155111294561	CPuORF34,BHLH144,CPuORF35
chr1:clu_394_NA	Success	0.213595483277572	2	0.807675037008889	0.86515003964248	RPL18AA
chr1:clu_395_NA	Success	0.377863290253345	2	0.685324184757635	0.759700452870867	RPL18AA
chr1:clu_396_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G30070
chr1:clu_397_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G30130
chr1:clu_398_NA	Success	10.5714317853432	1	4.26285723294966e-06	1.39684344221789e-05	AT1G30160
chr1:clu_399_NA	Success	7.05130403478641	1	0.00017310360021178	0.000332265970876302	AT1G30200
chr1:clu_4_NA	Success	4.14725671096085	2	0.0158077222087062	0.0258343345810856	RPP1A
chr1:clu_40_NA	Not enough valid samples	NA	NA	NA	NA	AT1G02990
chr1:clu_400_NA	Not enough valid samples	NA	NA	NA	NA	AT1G30240
chr1:clu_401_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCC1
chr1:clu_402_NA	Not enough valid samples	NA	NA	NA	NA	AT1G30470
chr1:clu_403_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G30470
chr1:clu_404_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G30475
chr1:clu_405_NA	Success	8.25886956502451	1	4.81970411730557e-05	9.77613742942832e-05	NFYA7
chr1:clu_406_NA	Not enough valid samples	NA	NA	NA	NA	RFNR2
chr1:clu_407_NA	Not enough valid samples	NA	NA	NA	NA	RFNR2
chr1:clu_408_NA	Success	15.1336033449901	2	2.67645272035798e-07	1.79464930952898e-06	MUR4
chr1:clu_409_NA	Success	10.271833062907	1	5.82863304476949e-06	1.66698905080407e-05	MUR4
chr1:clu_41_NA	Not enough valid samples	NA	NA	NA	NA	AT1G02990
chr1:clu_410_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PATL4
chr1:clu_411_NA	Success	23.1887465257536	2	8.49679893922334e-11	4.05014082769646e-09	JMJ18
chr1:clu_412_NA	Not enough valid samples	NA	NA	NA	NA	AT1G30890
chr1:clu_413_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SUF4
chr1:clu_414_NA	Success	9.43831610391791	1	1.39450474919196e-05	3.14038077377088e-05	GOA
chr1:clu_415_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRX
chr1:clu_416_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G31300
chr1:clu_417_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MED34
chr1:clu_418_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FEI1
chr1:clu_419_NA	Not enough valid samples	NA	NA	NA	NA	CCR4-4
chr1:clu_42_NA	Not enough valid samples	NA	NA	NA	NA	BHLH7
chr1:clu_420_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G31550
chr1:clu_421_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G31600
chr1:clu_422_NA	Success	9.50707210067536	1	1.29753072933529e-05	2.96875030871915e-05	AT1G31600
chr1:clu_423_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G31830
chr1:clu_424_NA	Not enough valid samples	NA	NA	NA	NA	AT1G31850
chr1:clu_425_NA	Success	10.1455045446223	1	6.65124020732923e-06	1.82909105701554e-05	AT1G31870
chr1:clu_426_NA	Not enough valid samples	NA	NA	NA	NA	XLG3
chr1:clu_427_NA	Success	0.64678415254825	1	0.255391397407845	0.342255195008217	NSI
chr1:clu_428_NA	Success	12.0705629353557	1	8.95277675044627e-07	4.74165583449561e-06	NSI
chr1:clu_429_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IWS1
chr1:clu_43_NA	Success	0.0165532243755564	1	0.855620571323958	0.890913340415142	AT1G03070
chr1:clu_430_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G32190
chr1:clu_431_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RCD1
chr1:clu_432_NA	Not enough valid samples	NA	NA	NA	NA	TOM2B
chr1:clu_433_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TOM2A
chr1:clu_434_NA	Success	7.09693724731881	4	0.00670131586062855	0.011273978447881	AT1G32410
chr1:clu_435_NA	Success	17.2038042030375	2	3.3766244968285e-08	3.33005036583776e-07	FdC1
chr1:clu_436_NA	Not enough valid samples	NA	NA	NA	NA	FdC1
chr1:clu_437_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G33050
chr1:clu_438_NA	Not enough valid samples	NA	NA	NA	NA	AT1G33050
chr1:clu_439_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NAC014
chr1:clu_44_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MCCA
chr1:clu_440_NA	Not enough valid samples	NA	NA	NA	NA	AT1G33260
chr1:clu_441_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SAR1
chr1:clu_442_NA	Success	6.92422272077317	1	0.000198160601089512	0.000377826212744003	AT1G33415
chr1:clu_443_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	B3GALT8
chr1:clu_444_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G33470
chr1:clu_445_NA	Not enough valid samples	NA	NA	NA	NA	AT1G33700
chr1:clu_446_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	JAL4
chr1:clu_447_NA	Success	6.05417374575495	2	0.00234804139856657	0.00419712399993774	AT1G33970
chr1:clu_448_NA	Success	9.76124042735552	1	9.94226974667648e-06	2.36957428962456e-05	UPF3
chr1:clu_449_NA	Not enough valid samples	NA	NA	NA	NA	IP5P1
chr1:clu_45_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FZL
chr1:clu_450_NA	Not enough valid samples	NA	NA	NA	NA	IP5P1
chr1:clu_451_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARF13
chr1:clu_452_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARF13
chr1:clu_453_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NAC016
chr1:clu_454_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STOP1
chr1:clu_455_NA	Not enough valid samples	NA	NA	NA	NA	CYCB1-5
chr1:clu_456_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	APRL4
chr1:clu_457_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRF4
chr1:clu_458_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G35190
chr1:clu_459_NA	Not enough valid samples	NA	NA	NA	NA	AT1G35340
chr1:clu_46_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G03290
chr1:clu_460_NA	Success	10.0337910414847	1	7.47531042778487e-06	1.95088644698738e-05	AT1G35340
chr1:clu_461_NA	Not enough valid samples	NA	NA	NA	NA	AT1G35420
chr1:clu_462_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G35470
chr1:clu_463_NA	Success	0.0187817063660987	1	0.846322441299774	0.889521951215675	CINV1
chr1:clu_464_NA	Success	10.8290650332453	1	3.25826079626749e-06	1.19469562529808e-05	AT1G36070
chr1:clu_465_NA	Success	0.160947722062588	1	0.570470772922456	0.663653158886762	ACC1
chr1:clu_466_NA	Not enough valid samples	NA	NA	NA	NA	MCT1
chr1:clu_467_NA	Not enough valid samples	NA	NA	NA	NA	HCS2
chr1:clu_468_NA	Success	9.76224473187287	1	9.93182119996816e-06	2.36957428962456e-05	HCS2
chr1:clu_469_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G42430
chr1:clu_47_NA	Not enough valid samples	NA	NA	NA	NA	ISA2
chr1:clu_470_NA	Success	10.0760160886995	1	7.15242174044838e-06	1.92410246811014e-05	AT1G42480
chr1:clu_471_NA	Success	17.4069308117668	2	2.75591616109325e-08	3.03150777720257e-07	AT1G42480
chr1:clu_472_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G42525
chr1:clu_473_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G43020
chr1:clu_474_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G43020
chr1:clu_475_NA	Success	23.183354858913	5	7.64733873310753e-09	1.10020926401026e-07	ARP1
chr1:clu_476_NA	Success	4.16109184140986	1	0.00391638106133899	0.0067072168583257	PTB3
chr1:clu_477_NA	Success	0.841295680246787	2	0.431151526850158	0.53150576154804	UGT80B1
chr1:clu_478_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G43650
chr1:clu_479_NA	Success	11.0469833580131	1	2.59624445795717e-06	1.03502696627429e-05	SEU
chr1:clu_48_NA	Not enough valid samples	NA	NA	NA	NA	BRN2
chr1:clu_480_NA	Success	1.95285264406729	1	0.048122424841339	0.0735990026985185	ALDH3H1
chr1:clu_481_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PUP11
chr1:clu_482_NA	Not enough valid samples	NA	NA	NA	NA	AT1G44770
chr1:clu_483_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G44780
chr1:clu_484_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G44835
chr1:clu_485_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MCM2
chr1:clu_486_NA	Success	10.5712544056842	1	4.26364643430634e-06	1.39684344221789e-05	AT1G44940
chr1:clu_487_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPT4B
chr1:clu_488_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G45015
chr1:clu_489_NA	Success	17.1651724988132	2	3.50962166928225e-08	3.34583932471575e-07	AT1G45248
chr1:clu_49_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RING1B
chr1:clu_490_NA	Not enough valid samples	NA	NA	NA	NA	AT1G45248
chr1:clu_491_NA	Success	16.6937414850427	2	5.62341572150531e-08	4.49545581099684e-07	ABF2
chr1:clu_492_NA	Success	12.8153153685691	1	4.13424437980924e-07	2.41304876046009e-06	CYCA3-4
chr1:clu_493_NA	Not enough valid samples	NA	NA	NA	NA	TULP6
chr1:clu_494_NA	Not enough valid samples	NA	NA	NA	NA	AT1G47278
chr1:clu_495_NA	Not enough valid samples	NA	NA	NA	NA	3BETAHSD/D1
chr1:clu_496_NA	Success	9.20793643934167	1	1.77572621062193e-05	3.90659766336826e-05	ATTI7
chr1:clu_497_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC3A
chr1:clu_498_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TGG4
chr1:clu_499_NA	Not enough valid samples	NA	NA	NA	NA	E2FC
chr1:clu_5_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CIPK9
chr1:clu_50_NA	Success	1.83530215142443	1	0.0553801016793546	0.0838026935465365	TPX2
chr1:clu_500_NA	Success	2.2690272113403	1	0.0331492484631114	0.0532622756205048	LPD1
chr1:clu_501_NA	Not enough valid samples	NA	NA	NA	NA	AT1G48360
chr1:clu_502_NA	Not enough valid samples	NA	NA	NA	NA	AT1G48360
chr1:clu_503_NA	Not enough valid samples	NA	NA	NA	NA	AGO1
chr1:clu_504_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G48510
chr1:clu_505_NA	Success	11.1804164234291	1	2.25935010650963e-06	9.30110378879344e-06	GATB
chr1:clu_506_NA	Not enough valid samples	NA	NA	NA	NA	AT1G48540
chr1:clu_507_NA	Success	19.1914023297393	2	4.62679085175215e-09	8.53401818471514e-08	AT1G48560
chr1:clu_508_NA	Not enough valid samples	NA	NA	NA	NA	AT1G48590
chr1:clu_509_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX3-2
chr1:clu_51_NA	Success	3.35418971285554	2	0.034937668231849	0.055822196169323	TPX2
chr1:clu_510_NA	Success	10.5137132871924	1	4.52755612071287e-06	1.43875672280431e-05	RPS7A
chr1:clu_511_NA	Not enough valid samples	NA	NA	NA	NA	EMB1144
chr1:clu_512_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G48860
chr1:clu_513_NA	Success	0.00894340951055028	1	0.893606898399734	0.919322204828503	AT1G48980
chr1:clu_514_NA	Success	1.14082681490612	1	0.13091222817117	0.190734344243358	AT1G48980
chr1:clu_515_NA	Success	13.0450985154375	1	3.25834115744971e-07	2.0030721517767e-06	AT1G49050
chr1:clu_516_NA	Success	1.53938421227173	2	0.214513155332825	0.293544317823865	WNK7
chr1:clu_517_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARR19
chr1:clu_518_NA	Not enough valid samples	NA	NA	NA	NA	ELP2
chr1:clu_519_NA	Success	0.204949973334863	1	0.522020292837144	0.62361719809365	NQR
chr1:clu_52_NA	Success	1.49537652631369	2	0.224164185124145	0.305290271169073	TPX2
chr1:clu_520_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G49700
chr1:clu_521_NA	Not enough valid samples	NA	NA	NA	NA	ABF1
chr1:clu_522_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABF1
chr1:clu_523_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G49870
chr1:clu_524_NA	Success	31.0491297911216	3	2.09337053477844e-13	1.99567990982211e-11	AT1G49940
chr1:clu_525_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50000
chr1:clu_526_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TOR
chr1:clu_527_NA	Success	15.0773265252899	2	2.83139387481109e-07	1.79950810710216e-06	AT1G50140
chr1:clu_528_NA	Success	5.97430317995345	1	0.00054688271935966	0.00102227750154812	ALATS
chr1:clu_529_NA	Not enough valid samples	NA	NA	NA	NA	NTMC2T5.1
chr1:clu_53_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G03830
chr1:clu_530_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DWF5
chr1:clu_531_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G50440
chr1:clu_532_NA	Success	0.824020712175411	1	0.19922571345901	0.273935356006138	AT1G50570
chr1:clu_533_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SAP2
chr1:clu_534_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PVA14
chr1:clu_535_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MATE
chr1:clu_536_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G51530
chr1:clu_537_NA	Not enough valid samples	NA	NA	NA	NA	MNS1
chr1:clu_538_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	4CL1
chr1:clu_539_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PP2AB1
chr1:clu_54_NA	Not enough valid samples	NA	NA	NA	NA	PHB2
chr1:clu_540_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PP2AB1
chr1:clu_541_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G51745
chr1:clu_542_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G51805
chr1:clu_543_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G51890
chr1:clu_544_NA	Success	2.1858603992202	1	0.0365400740719347	0.058058117692074	AT1G51980
chr1:clu_545_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G52100
chr1:clu_546_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G52100
chr1:clu_547_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATHB-15
chr1:clu_548_NA	Success	18.4254620306001	2	9.95230125507803e-09	1.35540864712015e-07	AT1G52320
chr1:clu_549_NA	Not enough valid samples	NA	NA	NA	NA	AT1G52370
chr1:clu_55_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTN
chr1:clu_550_NA	Success	12.0334403583584	1	9.30469591092186e-07	4.83844187367937e-06	TSA1
chr1:clu_551_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G52470
chr1:clu_552_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FPG1
chr1:clu_553_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G52510
chr1:clu_554_NA	Success	10.5672952439421	1	4.28129983141827e-06	1.39684344221789e-05	AT1G52615
chr1:clu_555_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G52710
chr1:clu_556_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G52870
chr1:clu_557_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53040
chr1:clu_558_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53165
chr1:clu_559_NA	Success	1.13280143434406	1	0.132274728873151	0.191063497261218	AT1G53190
chr1:clu_56_NA	Not enough valid samples	NA	NA	NA	NA	B''EPSILON
chr1:clu_560_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53200
chr1:clu_561_NA	Success	0.0723784008521875	1	0.703597165598377	0.773956882158215	PPC1
chr1:clu_562_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53380
chr1:clu_563_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53430
chr1:clu_564_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53530
chr1:clu_565_NA	Success	5.26051813984447	1	0.0011802328311702	0.00213637082097896	MAP3KA
chr1:clu_566_NA	Success	1.57173004310363	1	0.076231927262771	0.114148330875144	CID8
chr1:clu_567_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MSRB1
chr1:clu_568_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53705
chr1:clu_569_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53710
chr1:clu_57_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRP39
chr1:clu_570_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRF6
chr1:clu_571_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G53760
chr1:clu_572_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPT1B
chr1:clu_573_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPT1B,AT1G53785
chr1:clu_574_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53800
chr1:clu_575_NA	Success	4.72969100211517	1	0.00210071835912618	0.00377865063339677	RAP2-12
chr1:clu_576_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G54020
chr1:clu_577_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBP1A
chr1:clu_578_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRXL3
chr1:clu_579_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATG12A
chr1:clu_58_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G04140
chr1:clu_580_NA	Not enough valid samples	NA	NA	NA	NA	AT1G54217
chr1:clu_581_NA	Not enough valid samples	NA	NA	NA	NA	AT1G54217
chr1:clu_582_NA	Success	12.7462858154171	1	4.44089460672785e-07	2.49038403436111e-06	TIF4A-2
chr1:clu_583_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G54310
chr1:clu_584_NA	Success	0.661581966753829	1	0.250025012017842	0.33729789357124	TAF6B
chr1:clu_585_NA	Success	0.11659567685011	1	0.629167518413509	0.706226476735959	ING2
chr1:clu_586_NA	Success	2.15744841577919	1	0.0377800618107844	0.0596966722535047	AT1G54440
chr1:clu_587_NA	Not enough valid samples	NA	NA	NA	NA	NEK1
chr1:clu_588_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G54610
chr1:clu_589_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G54650
chr1:clu_59_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPS15A
chr1:clu_590_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G54680
chr1:clu_591_NA	Not enough valid samples	NA	NA	NA	NA	AT1G54680
chr1:clu_592_NA	Not enough valid samples	NA	NA	NA	NA	AT1G54730
chr1:clu_593_NA	Success	5.78932076821648	1	0.000667136606807422	0.00122898354711031	AT1G54790
chr1:clu_594_NA	Not enough valid samples	NA	NA	NA	NA	AT1G54920
chr1:clu_595_NA	Not enough valid samples	NA	NA	NA	NA	AT1G54920
chr1:clu_596_NA	Not enough valid samples	NA	NA	NA	NA	AT1G55000
chr1:clu_597_NA	Success	9.02571473477109	1	2.15017142906399e-05	4.62367690761128e-05	AT1G55050
chr1:clu_598_NA	Success	0.0181033824194401	1	0.849089135251326	0.889521951215675	CWINV3
chr1:clu_599_NA	Not enough valid samples	NA	NA	NA	NA	AT1G55160
chr1:clu_6_NA	Success	15.5140781392882	2	1.82945390851064e-07	1.33961084659116e-06	GIF2
chr1:clu_60_NA	Not enough valid samples	NA	NA	NA	NA	AT1G04300
chr1:clu_600_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HUB2
chr1:clu_601_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HUB2
chr1:clu_602_NA	Not enough valid samples	NA	NA	NA	NA	HUB2
chr1:clu_603_NA	Not enough valid samples	NA	NA	NA	NA	SCL33
chr1:clu_604_NA	Not enough valid samples	NA	NA	NA	NA	SCL33
chr1:clu_605_NA	Not enough valid samples	NA	NA	NA	NA	AAE18
chr1:clu_606_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MED13
chr1:clu_607_NA	Success	0.0156072875266773	1	0.859762524316711	0.890913340415142	AT1G55340
chr1:clu_608_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DEK1
chr1:clu_609_NA	Not enough valid samples	NA	NA	NA	NA	CPN60B1
chr1:clu_61_NA	Not enough valid samples	NA	NA	NA	NA	CRY2
chr1:clu_610_NA	Success	9.30021946888783	1	1.61183433179446e-05	3.57352417746678e-05	ECT4
chr1:clu_611_NA	Success	12.7690277080939	1	4.33742890334042e-07	2.48100933271072e-06	ECT4
chr1:clu_612_NA	Success	20.405926144133	1	1.67613427481886e-10	5.99218003247741e-09	TBP2
chr1:clu_613_NA	Not enough valid samples	NA	NA	NA	NA	AT1G55535
chr1:clu_614_NA	Success	11.1731577520591	1	2.27649393432007e-06	9.30110378879344e-06	NUP214
chr1:clu_615_NA	Success	18.6828547865039	2	7.69377107699481e-09	1.10020926401026e-07	SFH13
chr1:clu_616_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CAX5
chr1:clu_617_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UKL3
chr1:clu_618_NA	Success	0.234526493457381	1	0.493423161717663	0.595438920891357	UKL3
chr1:clu_619_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G55840
chr1:clu_62_NA	Not enough valid samples	NA	NA	NA	NA	AT1G04430
chr1:clu_620_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UPL1
chr1:clu_621_NA	Success	13.55580007121	1	1.92042114371461e-07	1.33961084659116e-06	PARN
chr1:clu_622_NA	Not enough valid samples	NA	NA	NA	NA	NFYC2
chr1:clu_623_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	emb1303
chr1:clu_624_NA	Not enough valid samples	NA	NA	NA	NA	AT1G56220
chr1:clu_625_NA	Success	13.2050259859478	1	2.76099893773689e-07	1.79464930952898e-06	AT1G56230
chr1:clu_626_NA	Not enough valid samples	NA	NA	NA	NA	ATDI19
chr1:clu_627_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CRT1
chr1:clu_628_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G56460
chr1:clu_629_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G56700
chr1:clu_63_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRMT10
chr1:clu_630_NA	Not enough valid samples	NA	NA	NA	NA	AT1G57540
chr1:clu_631_NA	Not enough valid samples	NA	NA	NA	NA	AT1G57680
chr1:clu_632_NA	Not enough valid samples	NA	NA	NA	NA	ORTH2
chr1:clu_633_NA	Not enough valid samples	NA	NA	NA	NA	PUP17
chr1:clu_634_NA	Not enough valid samples	NA	NA	NA	NA	AT1G58007
chr1:clu_635_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G58025
chr1:clu_636_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G58025
chr1:clu_637_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G58110
chr1:clu_638_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RLP9
chr1:clu_639_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SAB
chr1:clu_64_NA	Not enough valid samples	NA	NA	NA	NA	AT1G04930
chr1:clu_640_NA	Success	12.7249703169155	2	2.9758813316218e-06	1.10532735174524e-05	ZW18
chr1:clu_641_NA	Not enough valid samples	NA	NA	NA	NA	RXW8
